Model,Make,Model,Vehicle Class,Engine Size,Cylinders,Transmission,Fuel,City rate,Hwy rate,Combined rate,premium_mpg,CO2 Emissions
2021,Chevrolet,Tahoe 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,66,48,58,18,571
2021,Chevrolet,Trailblazer,SUV: Small,1.2,3,AV,X,32,28,30,35,301
2021,Chevrolet,Trailblazer,SUV: Small,1.3,3,AV,X,30,27,29,37,286
2021,Chevrolet,Trailblazer AWD,SUV: Small,1.3,3,A9,X,34,30,32,34,314
2021,Chevrolet,Traverse,SUV: Standard,3.6,6,A9,X,49,33,42,25,418
2021,Chevrolet,Traverse AWD,SUV: Standard,3.6,6,A9,X,51,36,45,24,443
2021,Chevrolet,Trax,SUV: Small,1.4,4,AS6,X,34,29,32,34,314
2021,Chevrolet,Trax (SIDI),SUV: Small,1.4,4,AS6,X,37,28,33,33,325
2021,Chevrolet,Trax 4WD,SUV: Small,1.4,4,AS6,X,38,30,34,31,342
2021,Chevrolet,Trax 4WD (SIDI),SUV: Small,1.4,4,AS6,X,39,29,34,31,342
2021,Chrysler,300,Full-size,3.6,6,A8,X,47,30,39,27,387
2021,Chrysler,300,Full-size,5.7,8,A8,X,56,36,47,23,462
2021,Chrysler,300 AWD,Full-size,3.6,6,A8,X,48,33,42,26,413
2021,Chrysler,Grand Caravan,Minivan,3.6,6,A9,X,47,32,40,27,398
2021,Chrysler,Pacifica,Minivan,3.6,6,A9,X,47,32,40,27,398
2021,Chrysler,Pacifica AWD,Minivan,3.6,6,A9,X,53,36,45,24,446
2021,Dodge,Challenger,Mid-size,3.6,6,A8,X,47,30,39,27,387
2021,Dodge,Challenger (MDS),Mid-size,5.7,8,A8,X,56,36,47,23,462
2021,Dodge,Challenger,Mid-size,5.7,8,M6,Z,59,38,50,22,491
2021,Dodge,Challenger (MDS),Mid-size,6.4,8,A8,Z,60,36,50,22,490
2021,Dodge,Challenger,Mid-size,6.4,8,M6,Z,63,39,53,20,520
2021,Dodge,Challenger AWD,Mid-size,3.6,6,A8,X,48,33,42,26,413
2021,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,A8,Z,60,36,50,22,490
2021,Dodge,Challenger Widebody,Mid-size,6.4,8,M6,Z,63,39,53,20,520
2021,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,Z,67,40,55,19,542
2021,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M6,Z,69,43,57,19,563
2021,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A8,Z,70,43,58,18,574
2021,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,M6,Z,69,43,57,19,563
2021,Dodge,Charger,Full-size,3.6,6,A8,X,47,30,39,27,387
2021,Dodge,Charger (MDS),Full-size,5.7,8,A8,X,56,36,47,23,462
2021,Dodge,Charger (MDS),Full-size,6.4,8,A8,Z,60,36,50,22,490
2021,Dodge,Charger AWD,Full-size,3.6,6,A8,X,48,33,42,26,413
2021,Dodge,Charger Widebody (MDS),Full-size,6.4,8,A8,Z,60,36,50,22,490
2021,Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8,A8,Z,72,44,59,18,589
2021,Dodge,Durango AWD,SUV: Standard,3.6,6,A8,X,48,36,43,25,424
2021,Dodge,Durango AWD,SUV: Standard,5.7,8,A8,X,63,41,53,20,530
2021,Dodge,Durango AWD SRT,SUV: Standard,6.4,8,A8,Z,69,46,59,18,581
2021,Dodge,Durango AWD SRT Hellcat,SUV: Standard,6.2,8,A8,Z,78,52,66,16,656
2021,FIAT,500X AWD,SUV: Small,1.3,4,A9,X,38,30,34,31,354
2021,Ford,Bronco 4WD,SUV: Small,2.3,4,AS10,X,44,40,42,25,422
2021,Ford,Bronco 4WD,SUV: Small,2.3,4,M7,X,44,41,43,25,424
2021,Ford,Bronco 4WD,SUV: Small,2.7,6,AS10,X,48,44,46,23,459
2021,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,AS10,X,51,52,51,21,509
2021,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,M7,X,56,50,53,20,528
2021,Ford,Bronco Badlands 4WD,SUV: Small,2.7,6,AS10,X,52,50,51,21,504
2021,Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,AS10,X,50,50,50,22,493
2021,Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,M7,X,52,47,50,21,496
2021,Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4,AS10,X,50,50,50,22,493
2021,Ford,Bronco Sasquatch 4WD,SUV: Small,2.7,6,AS10,X,53,53,53,20,523
2021,Ford,Bronco Sport 4WD,SUV: Small,1.5,3,A8,X,35,31,34,32,334
2021,Ford,Bronco Sport 4WD,SUV: Small,2,4,AS8,X,42,34,38,28,381
2021,Ford,EcoSport,SUV: Small,1,3,AS6,X,33,31,32,34,315
2021,Ford,EcoSport AWD,SUV: Small,2,4,AS6,X,39,30,35,31,347
2021,Ford,Edge,SUV: Small,2,4,A8,X,42,31,37,29,366
2021,Ford,Edge AWD,SUV: Small,2,4,A8,X,44,31,38,28,378
2021,Ford,Edge AWD,SUV: Small,2,4,AS8,X,44,31,38,28,379
2021,Ford,Edge AWD,SUV: Small,2.7,6,AS8,X,48,35,42,25,419
2021,Ford,Escape,SUV: Small,1.5,3,A8,X,32,26,30,36,291
2021,Ford,Escape AWD,SUV: Small,1.5,3,A8,X,34,29,32,34,317
2021,Ford,Escape AWD,SUV: Small,2,4,A8,X,39,28,34,31,341
2021,Ford,Escape Hybrid,SUV: Small,2.5,4,AV,X,20,24,22,49,218
2021,Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,X,21,24,22,48,222
2021,Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,X,53,40,48,22,472
2021,Ford,Expedition MAX 4X4,SUV: Standard,3.5,6,AS10,X,56,42,50,22,493
2021,Ford,Explorer AWD,SUV: Standard,2.3,4,A10,X,44,33,39,27,387
2021,Ford,Explorer AWD,SUV: Standard,2.3,4,AS10,X,44,33,39,27,387
2021,Ford,Explorer AWD,SUV: Standard,3,6,AS10,X,51,37,45,24,443
2021,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4,AS10,X,46,39,43,25,429
2021,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,X,38,34,36,29,360
2021,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,45,35,41,26,405
2021,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,X,45,37,42,26,414
2021,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,E,63,48,56,19,387
2021,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,50,38,44,24,438
2021,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,X,53,38,46,23,459
2021,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,E,79,51,67,16,466
2021,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,55,39,48,22,474
2021,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,E,75,52,65,17,454
2021,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,48,38,44,25,434
2021,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS10,X,51,38,45,24,448
2021,Ford,F-150 4X4,Pickup truck: Standard,3,6,AS10,D,45,34,40,26,459
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,X,47,40,44,24,440
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,E,65,50,58,18,403
2021,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,51,39,45,24,451
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,X,56,41,50,22,491
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,E,81,55,69,15,485
2021,Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,58,42,51,21,504
2021,Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5,8,AS10,E,79,56,69,16,482
2021,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,60,50,55,19,550
2021,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,64,50,58,19,571
2021,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6,AS10,X,61,55,58,18,574
2021,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,63,56,60,18,592
2021,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,X,54,45,50,21,496
2021,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,56,44,50,21,501
2021,Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6,AS10,X,36,34,35,30,347
2021,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,X,37,37,37,29,366
2021,Ford,GT,Two-seater,3.5,6,AM7,Z,75,48,63,17,629
2021,Ford,Mustang,Subcompact,2.3,4,A10,X,42,28,36,30,354
2021,Ford,Mustang,Subcompact,2.3,4,AS10,X,42,28,36,30,355
2021,Ford,Mustang (High Performance),Subcompact,2.3,4,AS10,X,44,33,39,27,387
2021,Ford,Mustang,Subcompact,2.3,4,M6,X,43,31,37,29,373
2021,Ford,Mustang (High Performance),Subcompact,2.3,4,M6,X,45,33,40,27,394
2021,Ford,Mustang,Subcompact,5,8,AS10,X,58,37,48,22,480
2021,Ford,Mustang,Subcompact,5,8,M6,X,61,38,51,21,502
2021,Ford,Mustang Convertible,Subcompact,2.3,4,A10,X,45,32,39,27,390
2021,Ford,Mustang Convertible,Subcompact,2.3,4,AS10,X,45,32,39,27,386
2021,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,AS10,X,46,34,40,26,402
2021,Ford,Mustang Convertible,Subcompact,2.3,4,M6,X,45,33,39,27,390
2021,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,M6,X,47,35,42,26,413
2021,Ford,Mustang Convertible,Subcompact,5,8,AS10,X,60,39,50,21,499
2021,Ford,Mustang Mach 1,Subcompact,5,8,AS10,X,58,38,49,22,485
2021,Ford,Mustang Mach 1,Subcompact,5,8,M6,X,63,40,53,20,520
2021,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,45,37,41,26,410
2021,Ford,Ranger 4WD Tremor,Pickup truck: Standard,2.3,4,AS10,X,46,47,46,23,459
2021,Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,Z,75,48,63,17,629
2021,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,X,61,47,55,19,546
2021,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,E,82,62,73,15,514
2021,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,X,64,49,57,19,566
2021,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,E,84,64,75,14,530
2021,Ford,Transit Connect Van,Special purpose vehicle,2,4,AS8,X,37,33,35,30,347
2021,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,X,37,33,35,30,347
2021,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,E,50,45,48,22,334
2021,Ford,Transit Connect Van,Special purpose vehicle,2.5,4,AS6,X,45,33,40,27,395
2021,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2,4,AS8,X,37,31,35,31,342
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,X,37,31,35,31,342
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,E,52,42,47,23,333
2021,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,X,46,34,40,26,402
2021,Genesis,G70,Compact,2,4,M6,Z,48,32,41,26,408
2021,Genesis,G70 AWD,Compact,2,4,AS8,Z,43,32,38,28,378
2021,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,53,36,45,24,454
2021,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,41,30,36,30,360
2021,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,49,34,42,25,419
2021,Genesis,G90 AWD,Full-size,5,8,AS8,Z,57,38,48,22,485
2021,Genesis,GV80 AWD,SUV: Standard,2.5,4,AS8,Z,43,36,40,27,397
2021,Genesis,GV80 AWD,SUV: Standard,3.5,6,AS8,Z,49,39,45,24,446
2021,GMC,Acadia,SUV: Standard,2,4,A9,X,40,30,36,30,354
2021,GMC,Acadia,SUV: Standard,2.5,4,A9,X,43,34,39,28,381
2021,GMC,Acadia,SUV: Standard,3.6,6,A9,X,46,33,40,26,400
2021,GMC,Acadia AWD,SUV: Standard,2,4,A9,X,40,33,37,29,363
2021,GMC,Acadia AWD,SUV: Standard,3.6,6,A9,X,47,34,41,26,410
2021,GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,46,36,41,26,411
2021,GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,45,30,38,28,470
2021,GMC,Canyon,Pickup truck: Small,3.6,6,A8,X,49,35,43,25,421
2021,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,48,37,43,25,429
2021,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,D,46,32,40,27,470
2021,GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,X,56,41,50,22,490
2021,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,45,39,42,25,421
2021,GMC,Sierra WT,Pickup truck: Standard,2.7,4,A8,X,45,39,42,25,421
2021,GMC,Sierra,Pickup truck: Standard,3,6,A10,D,39,30,34,31,392
2021,GMC,Sierra,Pickup truck: Standard,4.3,6,A6,X,57,44,51,21,509
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A6,X,60,43,52,20,520
2021,GMC,Sierra (Without AFM),Pickup truck: Standard,5.3,8,A6,X,63,43,54,20,538
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,61,47,55,19,544
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,E,81,61,72,15,504
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,X,53,38,47,23,461
2021,GMC,Sierra (Without DFM),Pickup truck: Standard,5.3,8,A8,X,61,41,52,21,514
2021,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,49,43,47,23,461
2021,GMC,Sierra 4WD WT,Pickup truck: Standard,2.7,4,A8,X,50,45,48,22,472
2021,GMC,Sierra 4WD,Pickup truck: Standard,3,6,A10,D,40,35,38,28,429
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,3,6,A10,D,40,35,38,28,429
2021,GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,X,60,45,53,20,526
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,X,61,45,53,20,530
2021,GMC,Sierra 4WD (Without AFM),Pickup truck: Standard,5.3,8,A6,X,65,45,56,19,557
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,62,48,56,19,555
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,83,62,74,14,522
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,X,63,50,57,19,568
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,X,58,42,50,21,501
2021,GMC,Sierra 4WD (Without DFM),Pickup truck: Standard,5.3,8,A8,X,66,44,56,19,558
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,X,58,42,50,21,499
2021,GMC,Sierra 4WD AT4 (Without DFM),Pickup truck: Standard,5.3,8,A8,X,66,44,56,19,557
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,54,40,48,22,477
2021,GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,58,42,50,21,501
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A10,X,56,42,50,22,491
2021,GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,59,43,52,21,514
2021,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,57,44,51,21,506
2021,GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,61,45,54,20,536
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A10,Z,59,47,54,20,531
2021,GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,64,48,57,19,563
2021,GMC,Terrain,SUV: Small,1.5,4,A9,X,35,30,33,33,322
2021,GMC,Terrain AWD,SUV: Small,1.5,4,A9,X,36,31,34,31,338
2021,GMC,Yukon,SUV: Standard,3,6,A10,D,43,33,38,28,435
2021,GMC,Yukon,SUV: Standard,5.3,8,A10,X,54,45,50,21,494
2021,GMC,Yukon (Without Stop-Start),SUV: Standard,5.3,8,A10,X,58,45,52,20,520
2021,GMC,Yukon 4WD,SUV: Standard,3,6,A10,D,45,34,40,27,443
2021,GMC,Yukon 4WD,SUV: Standard,5.3,8,A10,X,56,45,51,21,507
2021,GMC,Yukon 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,59,45,53,20,523
2021,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,Z,64,47,56,19,555
2021,GMC,Yukon 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,66,48,58,18,571
2021,GMC,Yukon XL,SUV: Standard,3,6,A10,D,43,33,38,28,435
2021,GMC,Yukon XL,SUV: Standard,5.3,8,A10,X,54,45,50,21,494
2021,GMC,Yukon XL (Without Stop-Start),SUV: Standard,5.3,8,A10,X,58,45,52,20,520
2021,GMC,Yukon XL 4WD,SUV: Standard,3,6,A10,D,45,34,40,27,443
2021,GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A10,X,58,47,53,20,525
2021,GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,61,48,55,19,546
2021,GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,Z,64,47,56,19,555
2021,GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,66,48,58,18,571
2021,Honda,Accord,Full-size,1.5,4,AV,X,30,25,27,39,269
2021,Honda,Accord Sport/Touring,Full-size,1.5,4,AV7,X,31,26,28,38,282
2021,Honda,Accord Sport/Touring,Full-size,2,4,AS10,X,39,28,34,31,338
2021,Honda,Accord Hybrid,Full-size,2,4,AV,X,19,19,19,56,187
2021,Honda,Accord Hybrid Sport/Touring,Full-size,2,4,AV,X,20,22,21,51,206
2021,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,31,24,28,39,274
2021,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,30,25,28,38,275
2021,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,31,24,28,39,274
2021,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,30,23,27,40,264
2021,Honda,Civic Sedan,Mid-size,2,4,AV,X,30,23,27,40,267
2021,Honda,Civic Sedan,Mid-size,2,4,AV7,X,31,25,28,38,275
2021,Honda,Civic Type R,Full-size,2,4,M6,Z,40,32,36,29,357
2021,Honda,CR-V,SUV: Small,1.5,4,AV,X,31,26,29,37,288
2021,Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,33,28,31,35,302
2021,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,32,26,30,36,290
2021,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,33,28,31,34,309
2021,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,34,29,32,33,320
2021,Honda,Insight EX,Mid-size,1.5,4,AV,X,17,20,19,58,184
2021,Honda,Insight Touring,Compact,1.5,4,AV,X,17,20,19,58,184
2021,Honda,Odyssey,Minivan,3.5,6,AS10,X,46,32,40,27,397
2021,Honda,Passport AWD,SUV: Small,3.5,6,AS9,X,47,37,43,25,424
2021,Honda,Pilot AWD,SUV: Small,3.5,6,AS9,X,47,35,42,26,410
2021,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,48,37,44,25,434
2021,Hyundai,Elantra,Mid-size,1.6,4,AM7,X,32,25,29,37,286
2021,Hyundai,Elantra,Mid-size,2,4,AV1,X,28,22,25,42,251
2021,Hyundai,Elantra (ISG),Mid-size,2,4,AV1,X,27,21,24,44,243
2021,Hyundai,Elantra,Mid-size,2,4,M6,X,34,24,30,36,296
2021,Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4,AM6,X,17,16,17,64,165
2021,Hyundai,IONIQ,Full-size,1.6,4,AM6,X,16,16,16,67,158
2021,Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,X,15,15,15,71,150
2021,Hyundai,Kona,SUV: Small,2,4,AS6,X,33,26,30,36,299
2021,Hyundai,Kona AWD,SUV: Small,1.6,4,AM7,X,34,30,33,33,322
2021,Hyundai,Kona AWD,SUV: Small,2,4,AS6,X,35,30,33,33,323
2021,Hyundai,Palisade,SUV: Standard,3.8,6,AS8,X,45,33,40,27,400
2021,Hyundai,Palisade AWD,SUV: Standard,3.8,6,AS8,X,47,36,42,25,424
